Procedimento;RN;Vigencia;OD;AMB;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
RADIOGRAFIA DE ARCOS ZIGOMÁTICOS OU MALAR OU APÓFISES ESTILÓIDES;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ARTICULAÇÃO ACROMIOCLAVICULAR;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ARTICULAÇÃO COXOFEMORAL (QUADRIL);;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ARTICULAÇÃO ESCAPULOUMERAL (OMBRO);;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ARTICULAÇÃO ESTERNOCLAVICULAR;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ARTICULAÇÃO TEMPOROMANDIBULAR;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ARTICULAÇÃO TIBIOTÁRSICA (TORNOZELO);;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ARTICULAÇÕES SACROILÍACAS;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE BACIA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE BRAÇO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE CALCÂNEO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE CLAVÍCULA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE COLUNA CERVICAL;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE COLUNA DORSAL;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE COLUNA DORSO-LOMBAR;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE COLUNA LOMBO-SACRA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE COLUNA TOTAL (TELESPONDILOGRAFIA);;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE CORAÇÃO E VASOS DA BASE;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE COSTELAS;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE COTOVELO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE COXA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE CRÂNIO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ESCÁPULA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ESÔFAGO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ESÔFAGO - HIATO - ESTÔMAGO E DUODENO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ESTERNO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ESTÔMAGO E DUODENO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE JOELHO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE LARINGE OU HIPOFARINGE OU PESCOÇO (PARTES MOLES);;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE MANDÍBULA/MAXILA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE MÃO OU QUIRODÁCTILO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE MÃOS E PUNHOS PARA IDADE ÓSSEA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ÓRBITAS;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ORELHA, MASTÓIDES OU ROCHEDOS;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE OSSOS DA FACE;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE PATELA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE PÉ OU PODODÁCTILO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE PERNA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE PUNHO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE SACRO-COCCIX;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE SEIOS DA FACE;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE SELA TÚRCICA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE TÓRAX;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA INTERPROXIMAL - BITE-WING;;;SIM;X;X;X;X;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA OCLUSAL;;;SIM;X;X;X;X;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA PANORÂMICA DE MANDÍBULA/MAXILA (ORTOPANTOMOGRAFIA);;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA PANORÂMICA DOS MEMBROS INFERIORES;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA PERIAPICAL;;;SIM;X;X;X;X;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LEVANTAMENTO RADIOGRÁFICO (EXAME RADIODÔNTICO/PERIAPICAL COMPLETO);;;SIM;X;X;X;X;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOSCOPIA DIAGNÓSTICA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOSCOPIA PARA ACOMPANHAMENTO DE PROCEDIMENTO CIRÚRGICO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
SIALOGRAFIA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE OCLUSÃO DE ARTÉRIA CARÓTIDA OU VERTEBRAL;;;SIM;SIM;SIM;SIM;SIM;SIM;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TOMOGRAFIA RENAL;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRÂNSITO E MORFOLOGIA DO APARELHO DIGESTIVO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
URETROCISTOGRAFIA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UROGRAFIA VENOSA COM BEXIGA PRÉ E PÓS-MICCIONAL;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UROGRAFIA VENOSA COM NEFROTOMOGRAFIA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UROGRAFIA VENOSA MINUTADA -2-3;;;SIM;SIM;SIM;SIM;SIM;X;1;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA PARA TRATAMENTO DE OSTEOMA OSTEÓIDE;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANGIOPLASTIA ARTERIAL OU VENOSA;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANGIOPLASTIA EM ENXERTOS VENOSOS E/OU ARTERIAIS COM OU SEM IMPLANTE DE STENT COM OU SEM USO DE DISPOSITIVO DE PROTEÇÃO EMBÓLICA DISTAL;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANGIOPLASTIA TRANSLUMINAL PERCUTÂNEA;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ATERECTOMIA PERCUTÂNEA ORIENTADA POR RX;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CATETERISMO ARTERIAL PARA QUIMIOTERAPIA;;;SIM;X;SIM;SIM;SIM;X;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLECISTOSTOMIA PERCUTÂNEA ORIENTADA POR RX, US OU TC;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLOCAÇÃO DE CATETER VENOSO CENTRAL OU PORTOCATH;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLOCAÇÃO DE FILTRO DE VCI PARA PREVENÇÃO DE TEP;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLOCAÇÃO DE STENT BILIAR;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLOCAÇÃO DE STENT EM TRAQUÉIA OU BRÔNQUIO;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLOCAÇÃO DE STENT ESOFAGIANO, INTESTINAL OU RETAL;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLOCAÇÃO DE STENT RENAL;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLOCAÇÃO DE STENT VASCULAR (ARTERIAL OU VENOSO);;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLOCAÇÃO PERCUTÂNEA DE CATETER PIELOVESICAL;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLOCAÇÃO PERCUTÂNEA DE STENT VASCULAR;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLUNA VERTEBRAL: INFILTRAÇÃO FORAMINAL OU FACETÁRIA OU ARTICULAR;;;SIM;SIM;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DILATAÇÃO PERCUTÂNEA DE ESTENOSE BILIAR CICATRICIAL;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DILATAÇÃO PERCUTÂNEA DE ESTENOSE DE CONDUTO URINÁRIO;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DILATAÇÃO PERCUTÂNEA DE ESTENOSE DE DUCTO PANCREÁTICO;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DISCOGRAFIA;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DRENAGEM PERCUTÂNEA DE CISTO OU ABCESSO RENAL;;;SIM;SIM;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DRENAGEM PERCUTÂNEA DE CISTO OU ABCESSO HEPÁTICO OU PANCREÁTICO;;;SIM;SIM;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DRENAGEM PERCUTÂNEA DE COLEÇÃO ABDOMINAL, RETROPERITONEAL, PÉLVICA ORIENTADA OU NÃO POR US OU TC;;;SIM;SIM;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DRENAGEM PERCUTÂNEA DE COLEÇÃO PLEURAL;;;SIM;SIM;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DRENAGEM PERCUTÂNEA DE COLEÇÃO PULMONAR OU MEDIASTINAL ORIENTADA OU NÃO POR US OU TC;;;SIM;SIM;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DRENAGEM PERCUTÂNEA DE PNEUMOTÓRAX;;;SIM;SIM;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DRENAGEM PERCUTÂNEA DE VIA BILIAR;;;SIM;SIM;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DRENAGEM PERCUTÂNEA ORIENTADA POR IMAGEM;;;SIM;SIM;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO ARTERIAL PARA TRATAMENTO DE PRIAPISMO;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO BRÔNQUICA PARA TRATAMENTO DE HEMOPTISE;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO DE ANEURISMA CEREBRAL;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO DE ANEURISMA OU PSEUDOANEURISMA VISCERAL;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMBOLIZAÇÃO DE ARTÉRIA RENAL PARA NEFRECTOMIA;;;SIM;X;SIM;SIM;SIM;SIM;;MÉTODOS INTERVENCIONISTAS DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
